new_comments,sentiment
zoey may try look like female anger sayingyou keep go home ambulance ben shapiro high testosterone say endyou take away god put zoey someone else would one visit area fine hospital,0
bullshit guy dress,1
penis would scared death man lipstick,1
ben shaprio well,0
bad call transgend original pronoun even though still look like original gender transgender actually look like gender want look like would call preferred gender heshe actually look like preferred gender wow tongue twister,0
lol ben slap face word fuck brilliant,0
dude would fight situation sorry would sucker punch live shit dude girl whatever,1
ben shapiro aka rational one aka encyclopedia aka light liberal darkness aka invader safe space,0
ben use freedom speech state fact man wig cross line threat violate freedom speech law actually liberal law apply except convenient,0
try anger someone do not surprised get angry ben ignorant pile human waste know lie fact even compare people able afford health care necessity able afford expensive furniture,1
ambulance go home,1
genetic class human presence chromosome mean male zoey talk klinefelter syndrome addition x chromosome xxy still classify male specifically sry region chromosome responsible male determination debate sex however get gender thisoh goodness,0
ok call transgender ok transgender say cut go home ambulance basically threaten national tv hey ok hurt feeling get good life lesson learn,1
transgender disgust,1
one scare ladyboy,1
fool suck peepee n feel guilty smh,1
nobody saybtge truth anymore like aboard dillusion train like,0
silly boy,1
black guy even nothing say yes man delusional thing heshe say anything black guy would nothing say either,1
nope do not deserve,1
hideous woman make ugly,1
agree shapiro point view he s get gut handle well,0
damnit ben mess crazy people,1
look man hand adams apple ugggh gross,1
ladylike,0
also notice big black man right agree ben except use describe zoe zoe threaten hmmm odd,1
confused group perdue trying get rid word man english language offensive suppose call female turn male offend call man himhe crock bullcrap,1
watch bunch video say god bless america,0
transgender give masculine disposition grab shapiro necknot lady like people torture little child identify fictionalfantasy character grow man defend right identify woman,1
get hand speak blunt truth ya get hack like excuse state opinion let stat mine,1
seem mildly inappropriate political discussion love ben stay calmxd,0
weird like testosterone start kick something almost like he s guy,0
go get ben freaking ignoramusessmh,1
hilarious ben move seem care put hand lol,0
piss double standard agree ben even physically grab someone become aggressive threaten oh irony zoe male testosterone show,1
ben shapiro kind sheldon cooper,0
would ben even attempt talk delusional fuckwit,1
stupid fuck show attack way ignorant people idea even talk say uneducated whoever jackass lay hand ben threaten try shit would rip arm stick ass,1
thing find remarkable decide go woman yet jump straight violence yet normal behavior woman truly woman moment would never happen go show try change biologically always bear,0
mrs doubt fire lol,1
love shapiro,0
ben shapiro seem like little woman conversation get voice another hannity limbaugh type blowhard incite crazy,1
mrs doubtfire lol,0
transgender sue ben battery rightfully,0
human bear penis man one vagina woman girl boy people idiot,1
ben shapiro brave group oppose transgs oh yeah rest brave march torment hell would repent,1
ben call maam would see silly nonsense mistake he s confident man would laugh zoey confident female offend point threat violence obviously heshe still confuse life still unsure,1
anyone question ben biologythe neotenic nature voice point molestation,1
conservative agree jenner deserve award however yes ben technically speak correct cmon man human ethical way call circumstance ugly girl believe say pretty subconsciously boost self esteem would go depressed ugly girl say well technically face perfectly symmetrical face fit societys beauty standard fact ugly correct factually wrong bro call dick let lol,0
ambulance ever take somebody home,1
country joke transgender person lie hand threaten physically also threaten shapiro break shapiro would assaulted parking lot electronically via twitter da refuse prosecute mr zoey part protect group exactly type treatment transgender community fight twenty year ago role reverse happen equal protection law everyone shapiro lay hand threaten zoey well believe da would gone,1
trigger ben disrespectful tur okay tur threaten ben transsexual become darling leave new protect class mind boggle,1
emperor new clothe,0
mainstreame delusion thousand year wear kippah lol get lot good point sorry religious position call people delusional,0
fuck he s say everyone feel fuck yo feelin lol,1
shapiro deck freak threaten,1
fucking man,1
degenerate need get arrest pinch neck threaten several time even twitter,1
view want call female male you re go right ahead long believe one fine do not go around sayin chromosome do not matter you re stupid,1
wish news people would let ben speak much often,0
hand grab neck female hand male hand way put ben ambulance strength male female,0
blonde dude charge assault ben actually battery,1
day calledthem cross dresser get name dafuq happen,1
cut go home ambulence weird lookin dude well seem mildly inappropriate political discussion ben shapiro fair b bu bu fair akshully kind rude liberal dude,1
ben icon,0
fair fair fair fair fair fair,0
klinefelter still male xxy still chromosome male presence absence chromosome amount x chromosome present,1
I m arab man I m tell would stand next jew say anything wrong room full deluded people even explain word do not feeling like seriously people become dumb dumb prop ben grab neck threaten like promise finger would snap lol,1
leave right say beat somebody else like opinion fascism,0
typicalpoor little girly man can not handle fact heshe resort threatskudos ben composure responsethe rest bunch idiot,1
would beat shit fuckin freak manwoman put hand mewhat hell dumb ass libtard,1
imagine every time trans lady touch ben shapiro replace oblivion city watch scream assault assault haha,1
come comment section buzzfeed video pronoun many lgbt individual champion golden rule probably cheer zoey video,0
look like dude go call dude like ben say fact care opinion neither,0
that s ladyman like fucking whackos,1
chris farley old snl lie starve,1
shapiro fucking rock,1
go home ambulance hurt go hospital ambulancejust say,1
zoey tur try put ambulance freak,1
zoey tur disgusting embarrassing would go outside look like freak,1
zoey tur gross disgusting look look like miss link gross,1
transgend person look like michael bolton,0
mildly fair wtf mother fucking threat threat violence fucking talk political discussion be not boat,1
mildly inappropriate,1
thing say man,0
trangender want respect love want compassion want hit smack insult threat people think different receive want always want point destroy other ben press charge threat guy jail want free speech other,0
polite pronoun bffffhahahahaha,0
kudos guy zerofucksgiven keep shit real stay true,0
although agree shapiro there s something face voice make want punch,0
quagmire dad family guy,1
ben almost bring man zoey lol,0
would nice see little boy ben get ass kick,0
sorry ugly disgusting thing middle man let alone woman stop fucking crybaby threaten anyone spit fact,1
ben hit miss ridiculous mean fight equality violent someone point view totally respect hat ben calm think ben put extra stank comment could leave truth need bass know say truth harsh already need snarky one thing like ben start retconne science feeling ever change socially acceptable standard stupid,1
sound rude get choke go jail,1
fair rude justifie threat physical violence televise debate national tv debate fight club,1
godbless ben stand satanic filth,1
ben calm af,0
leftist can not defend idiotic position turn violence,1
genetics sir lol lose,0
would laugh ben send zoey away ambulance oh tolerant fascist leave,1
think ambulance go hospital,0
caitlyn zoey genuine disgrace man yes man liberal snowflake may run safe space send colour book around later,0
cut man stuff you re still man,1
everyone panel aside ben complete moron argue base emotion sympthany dude want take ass long wig pull geez sometimes wish could storm discussion like beat shit outta person sense senseful lol,1
see zoey testosterone show,1
ben genius among baby,0
owen wilson,1
threaten kick ben ass one dude say fair rude lol wonder society violent rude fault get beat point need ambulance,1
love accuse ben rude turn hulk try scare maybe ben right derangement can not control emotion word,1
favorite ben rebuttle week later go home ambulance deeply unladylike behavior,0
probably other deserve like live stuff life change become convenient say caitlyn go full monty respect step take lightly show committment value espouse lot time man fetish go srs route totally commit role honorary woman ball female hormone guess close natural woman going get still end day must difficult suck mans cock enthusiasm male memory float head,1
piece shit ben,1
mental ill brave ask kurdish woman fight bravery,0
ahahaha freak get mad,1
people need take news,1
ben shapiro like bruce lee always number even come top,0
would knocked thing fuck touch,1
omg love say ben ya,0
guy killle osama bin lady,1
man man woman woman period,1
guy threaten ben open tv show nobody say jackshit ben make fun everyone call rude fuck wrong americans,1
ahhhhh threaten someone know take task like beating puppy,1
ben prove thing mental issue threat ben persona debate dnagenetic typical male hurt feeling reactionbefore pass year age though proof nr circle continue,1
man thor another brother none we know,0
shapiro keep real everybody else tryna gain audience,0
know everything learn school lie,1
zoe acting like butch lesbian,0
ben shapiro legend,0
malefuck outta,1
ambulance usually take hospital,1
call transgender disrespectful everyone speak threaten guy speak truth seem bother make lot sense,1
problem call someone person want call care,1
allow disrespect pronoun allow threaten physical violence,1
tell freak touch keep touch ben gross,1
put hand shoulder feel charge,0
hey catlyn jenbitch fuck accomplish,1
chin freak soon say go home ambulance obviously get rid agressive male trait still male,1
reasson attack ben one simple word sir,1
resort violence gentleman,1
problem gender sex different ben right either bear male female man woman construct like race pretty much make towards end ben almost fuck whole argument say man instead say male make correct,0
unsure gender ok threaten people bodily harm,1
violence acceptable response rudeness get,1
unbelievable can not even call man man anymore,1
dude would resort dude rule cut crap go home ambulance,1
true fascism people fuck antifa,1
listen shapiro woman man face penis believe lie send hospital,1
world come frightening truth brutally silence,1
zoey arrest assault lay hand mr shapiro threaten himsince ambulance act taxi take people home anyway,1
soon bitch grab shoulder well let we settle like man,1
can not believe majority discussion delusional,1
want gang ben shapiro would back failing delusion transgenderism illustrate quite clearly man threaten,1
would say niggah get mf hands cmon ben,0
gender disphoria fucking idiot what s next species disphoria think simply decide you re man woman quite simply fucking idiot,1
wtf would back ben anyday new legend,1
lady like thing,0
say biological female anyone grab shoulder threaten like thati would father teach eight scream stop touch kicking punching genitalia,1
ben shapiro destroy,1
glorious watch loony lobotomize leave lose rational argument time time keep commit political suicide lefty rest we enjoy see president trump win second term maga,0
zoey tur demonstrate mental illness able debate ben shapiro intelligent person show without resort threat violence typical loony lobotomize leave,1
say defend someone threaten put ben ambulance,1
fucking bullshit shapiro right,1
woman live national tv know intentionally provoke male would alright grip back neck threaten go home ambulance love non biased non sexist non double standard modern world live,1
big dude dress kind remind mrsdoubtfire,0
punk ass train ashamed brother scare af ben give fuck realist nigga shuckin jivin boo man,1
would say knock woman,1
know something wrong someone threaten another person bodily harm political discussion get free pass almost everyone involve,1
someone still cock matter dress like guy mental problem,1
would broken sorry hand,1
go home ambulance hear many woman say shit like thatyep dude right,1
would punched man bitch face would put hand,1
one ugly man name zoe,1
ida quagmire dad,1
freak well learn keep hand people might forget gentleman kick new twat,1
ambulance take home rather hospital,0
man dress lady haircutand uh makeup,1
lmao dude touch shapiro like want baby response cold inappropriate sorry guy hand creepy suppose threat hand gentle eww,1
go happen people identify tree kid identify wolf httpsyoutubelthldhhzq comercial starbuck number one stop wolf meat,1
fuck ben shapiro,1
love retard freak somebody call cat cat dude next ben threaten punch tooth okay,1
zoe spew male testosterone stagedude try look like ugly girl hah,1
man without dick always man wrong people ben sane person,1
ben president,0
first world problem smh,1
keep go home ambulance ladylike sir,0
ben bunch weird lunatic,1
brave brave afraid still able right thing keep move,0
someone go tell can not take home ambulance,1
commit legal battery threaten someone live television okay mentally ill okay world throw freak prison,1
zoey tur prove ben point zoey response male female small percentage woman would react way male would react zoey bad hezoey bright enough understand even worst make life change can not get back reinforce stupidity,1
shapiro right honest think ever successful politic,0
cut go home ambulance go home ambulance go hospital ambulance,1
main problem whole transgender debate zero problem people identify transgender genuinely wish well would anyone else ultra leave essentially say gender long relevant feel moment people say desacrilize gender say identity male matter anymore wife identity female matter anymore long biological simply man think feel like man wife woman think feel like woman actually insult ben say bruce jenner doublestandard say gender identity biological male matter bruce gender identity nonbiological female really matter,0
zoe good female go beat call right pronoun,0
get fibroid painful period like fucking woman insult woman battle certain cancer make whacko think we,1
wow shapiro get physically threaten dude say come rude seriously apparently assault someone agree well least claim transgender heck straight leftist politically indoctrinate nonsense use brain,1
,1
ok question people show white guy get surgery look black call black would govt recognize black person,1
fucking love ben shapiro,0
man go menopause,1
call doctor draw fucking vulture preying addictsteen mom desperate soul,1
fuk freak,1
dude ben one sense,0
silent start background hear short interjection fucking love ben,0
they re get mad calling say say get mad yet do not say anything threaten assault crime liberal hypocrisy well,1
funny shaprio go passiveaggressive provoke people,0
control ben crossdresse man do would go lot plastic surgery keep disgusting look do,1
ladylike,0
imagine situation reverse think everybody would remain quiet,0
feel poor ben sure believe something would classed mentally ill difference believe giraffe woman man believe factually mentally ill mental illness believe,1
watch like watch v gta online five lvls versus one lvl pretty clear mvp,0
respectful pronoun else leave ambulance wait wtf go,1
mean rude equal threat,1
maybe would let tap shoulder pass clear act micro aggression feed second hear threat zoey would wake ambulance foh tough talk get something big ass bitch,1
technically touch shapiro assault that s assault law,1
trans gendere ass pure testosterone drive male posturing right,1
leave speak mind well fact do not agree beat cast support trash,0
wow shehe threaten put ambulance physical threat touch shoulder guy response ben threaten basically fair deserve life threaten rude one physically threaten whether someone transgendere straight stop watch tv ago could figure way totally divorce society,1
kudos ben schooling lib logic fact thank glad someone courage say need say behalf rest usthat say zoey would easily snap shapiro scrawny ass half like twig manladys hand big ben head,0
glad man like ben world,0
ironically delusional leftist clown turn shapiro rockstar thing peterson,1
oh look transexual fill toxic masculinity lmfao,1
male female making threat heshe female though luck male could gotcha,0
wahmbulance,1
guy would deflect arm came leave cross,1
dude look like lady though love song,0
leftist threat anyone violence television one care interesting,1
be not lady like,0
agree mentally may think female biological male,0
pret trans man honestly agree ben ben right dna make matter would slightly disagree little bit respectful towards zoey use pronoun zoey attitude something slight support threaten someone make argument look good,0
genetic sir,1
hope he d go try hit ben could upper cut face seem like naked emperor try silence call nudity,0
society wimp everyone give easily shapiro correct guest host afraid perception cave,1
truth hurt,1
wow person mental illness segment ben furthermore violent threat uncalled,1
wowhow unladylike,0
man say shapiro would go home ambulance genetic dictate gender drag queen alot tough skin shoot stab,1
know dude lose start threaten clearly emotion logic ben everyone would lose shit,1
transgendere plain weird look sound incredibly ridiculous people along doctor insane,1
know biologist guess gender easy dick male female love transgender way good human key fuck gender,0
shapiro pop drag queen right big fucking jaw line typical liberal moral value threaten violence real fact science introduce zoey tur man,1
transgender,1
I ve afghanistan transgender brave thing I ve ever do shot pretend girl make sense,0
transgender brave thing clearly thing never clutch late round zombie game,0
first see brucie jenner think could possibly ugly woman whether create naturally knife see zoey tur first time think absolutely understand gay desire play penis attach body say fantasy world make choice two first let say would choose death option table would go brucie option death avoid make decision reason would choose brucie least ugly two would pray death certainly,1
ladylike lol,0
get stop watch drama,1
agree shapiro reaction woman fair consider threat,0
need doctor understand simple physic,0
hell difficult respect someone prefer address though,1
zoey tur look sound like owen wilson play transgend role,0
dude former seal team lol would chill,0
ben ball good people joke,0
full episode comedy show,0
hate leave threaten shapiro good little pc leftie excuse behavior gender identity bullshit make marxist term freak man dress,1
completely line shapiro,0
grow man could easily overpower easily defend can not even control temper someone call garbage,1
hahahaha,0
every buddy hsve opion,0
go home ambulance go hospital,0
know genetic lmao side note fella would person date say bear man people get sex change estrogen injection completely change physical appearance everyone like say spot one claimer never see someone go change point even woman think another woman long tell voice physical appearance,0
zoe revert back man second,1
ben right admire stand ground like try nice serious real,0
would instantly rain heavy blow head creature threaten like,1
serious cuz zoey get bisceps average male,1
difference ambulance uber lmfao mean ambulance take hospital home lol,0
heshe look like woody harrelson crossdresser movie anger management lmfao,0
ben awesome,0
grab neck threaten dat bitch would ve fucking floor real quick gasp air ambulance bitch be not wake till next day,1
wish ben shapiro punch dude face,0
degeneracy fine,0
way act like lady fuckin man,1
threat testosterone speak irony lmaoo,1
dead lmao,0
someone get barbie safe zone,0
caitlyn grab like man,0
know jenner man,0
legendary,0
chromosome define gender moron,1
man call man freak,1
direct threat violence congratulation cede moral highground may claim you ve prove one point you ve basically hand debate moron,1
polite get threaten one say word,0
fucking idiot,1
truth,0
shapiro man keep friend knowledge overcome ignorance,1
pathetic irony bruce jenner sorry sheep erm mean folk get woman year man make well woman woman wtf end empire seem,1
wtf ben right,1
hulk angry,1
say think woman could beat would probably say would well man lady,0
gender try mess minority treat special treatment also call whatever gender apear offend anybody although would sorry man say shapiro unreal sure would cool,1
favorite shapiro moment,0
ben shapiro president,0
everyone shapiro pussy,1
apparently okay share opinion belief okay threaten somebodys physical well beingmrs doubtfire lose mind,1
gross would hate touch,1
look think ketchup popsicle call dammit educate liberal lol,0
chick dick omg eye burn,1
everybody jump ben shapiro find condescend zoey tur place hand shoulder talking come back witty response agree touch nerve minute threaten violence kind debate lose,1
wonder far left go maybe enforce sex,0
courage dress woman year dark instead speak,0
love ben,0
guy sit next ben literally prove ben point threaten beat lol think physically able man strength matter much money dump onto try look like woman end day male female can not switch,0
hahaha nigga scare offend somebody want acception,1
socialism show aweful color nudge shove shoot,1
human never unite accomplish world peace ever fucking look shit debate yes biologically still oppose gender logical thinking what s well logically you re point obvious either can not accept person life decision make want make think make wrong choice life that s dehumanize right,1
gf studyingthe gender study wish luck,0
would ambulance take someone home take hospital,0
rekt,1
would love see guy grab threat joe rogan see turn,0
thank god ben guy control would slap socalled woman believe gay marriage people change gender something wrong get decide man woman science work like people say choose lie people want part group look like good guy something wrong people head cut peni say woman ridiculous thing ever hear inject thing want get fake tit girly voice change fact genetically man also different woman want become man man woman,1
blessing someone like shapiro speak truth regardless make someone feel,0
liberal full shit,1
ben would ve tell go ahead dude give well shot,0
ben shapiro president,0
realize pronoun feeling,0
pretty sure ben would win fight,0
fact care feeling,0
threat completely line shock even threat still take side tran person defend hypocrisy know say would big outrage tend agree ben thing agree part well disagree certain thing course person bear man yes nothing ever change biologically person forever man biologically see nothing wrong addressing pronoun choose respect course change fact person man neither change scientific fact respect would problem would bring different yet similar situation name frank name bear point life decide change name robert change fact forever bear add frank would consider disrespectful someone address frank aware change name robert wish address disagree ben funny thing ben we probably refer trans people choose pronoun many time life without even realize every tran person open fact tran many choose disclose information other way understand usually see somebody look like girl refer even without know tran many tran people choose tell anybody tran agree never actually change sex see problem address pronoun choose respect,1
freak ridiculous different opinion someone else always hate speech people panel make sure camera show say do not agree even secretly do not care issue fear get attack social medium one allow opinion anymore get bad like hate ben shapiro least do not back belief,1
well that s ladylike,0
would ask feminist vor transgender,1
mainstreame delusion love ben,0
go home ambulance threat ok feel offended show television programming work,1
fair fair fair stfu,0
well ladylike,0
man curse simply put statement word,1
lady like,0
lib ok uncomfortably put hand someone look eye threaten disagree liberal literally every news source america get cry bloody murder need sit take threat act like never happen,1
people sound slurry drunk next ben shapiro lmao,0
mother fucking man wish woman fact man man,1
would great say caitlin jenner huge ball go sex change,0
agree,0
pronoun common courtesy problem come law make really business produce transgender training military thing matter ben bring good point still disagreement like ben he s probably favorite conservative sometimes like interview feel like deliberately try hurt transgender person like say sir every time address someone,0
pretty sure threat violence assault,1
mainstreame delusion ben shapiro hero,0
alternate universe ben actually use krav maga destroy everyone room universe wreck word liberal fucking retarded,1
stfu ben foot ugly squeaker,1
nice,0
prop ben lose shit guy put hand neck probably would lose lmao show industry,1
heat show aggressive towards shapiro grab neck threat shapiro sue fucker,1
let manly side come,0
fact true opinion view,0
ben like wtf go hilarious,0
poor ben,1
act lady like people delusional ben correct,0
fucking disgusting,1
damn ben good political debate man i d lose shit anyone politic,1
excellent job ben,0
good ben,0
love ben shapiro much,0
reporter authority say educate genetic,0
love blond feminazi trys scold ben unsuccessfully like teacher child leg shut,0
well lady like,0
go let bitch talk like,1
go girl man real fucking quick,1
fuck freak burn hell monster he s right r man dumb ass,1
thing arrest charge,1
omfg thing touch,1
ambulance go hospital,0
jenner prove shapiro point act exactly man would act heated transaction,0
funny right people stupid,1
ben typical scared jew pussy thing sit next would albow thing nose,1
preach shapiro take outside remind ball,1
lmao ben boss,0
thing would make well would ben stand absolutely clocked dude zoey across jaw scream rape,1
ben fucking smart actually stand says be not scared people say say right fact people get easily offend day,1
lady like lol,0
mrs doubtfire,1
,1
ben right matter change you re bear woman you re woman you re bear man you re man,0
would never threaten physically harm someone different opinion mean tell disagree topic make angry enough put hand make mad cause resort violence ask conviction shame can not say make mad one get mad disagreement point violence unless something else nothing ben say would make anyone mad enough resort violence really angry,1
transgend brave thing attack helicopter wrong brave thing try win v rainbow six siege,0
wish ben shapiro maybe dong would increase inch,0
person cop think lol httpsyoutubezgzjjujhhe,0
creator imprison create monster,1
racist I m offend,1
agree bruce ben respect jen willing punch bag well maybe willing certainly dead yet,0
bruce jen,1
brave people country military do not get enough credit,0
sharpo right spiteful angry little man care address people pronoun guy act like douchebag interview,1
I m leave right issue agree thing ben shapiro may say incredibly harsh damn truth look reality perception perceive woman flat talking biologically you re come world,1
lie vagina basically say whatever fuck want,1
love lecture ben disrespectful zoe threatening,1
cut go home ambulance lol idiot ambulance take home take hospital aside squeeze nice look air head daughter penisdid say right,0
touch someone threaten wrong many level matter bad offended bring violence political debate middle road debate thinking gender think sex genetic shapiro could arguably consider insensitive threaten people physical harm physical personal boundary throw,1
singapore sick leftist americans,1
dude say dude get fucking meat hook neck,1
fucking weirdos america go shit,1
you ll go home ambulance lol ambulance do not go home dude,0
bruh thing touch shoulder say go home ambulance would make sure would left ambulance,0
insult call common sense either male female,1
can not trans gender bear one sex,1
almost like zoey fake,1
mainstreame delusion,1
michael bolton wear dress,1
gender biological precident matter,0
pro ever want male male female female wall rock dudefact,0
completely alone right can not invite person show unfair right opinion even though correct different,1
fair rude someaness punishable fisical violence well move north korea want token black guy,1
fact get care feeling,0
support ben opinion bear malefemale biology feeling irrelevant topic,0
can not handle tf confused ass debate,1
owen wilson look like girl guy like clean shaven curt cobain makeup see street would even cross mind transgender would think dude glam rock band first almost think one guy poison,0
anyone consider possibility maybe refer that s biological sex actually say instead I m refer whatever identify emotional psychological identity anything like I m refer biological sex I m misgendere whatever hell want call I m even refer gender I m refer biological sex two,1
do not get insult people sure self dude ben shapiro disrespectful say flat do not care feeling meet energy froze get shake sure yaself insult people n say shut like guess dude insecure say shit like make feel well,1
go home ambulance seem mildly inappropriate political discussion fair fair lol apparently play victim card get away anything telly,0
ben shapiro fucking legend,1
sport legend gtfo,1
do not deserve,1
caitlynbee transgender brave thing meclearly never go war isreal,0
assault straight folk delusional much ignore fact state ben,1
black guy kind stupid try racist guy name rude ben say sir man fact since bear male can not change gender expect everyone treat gender change stupid state fact equal rude mean can not accept truth fact denial quit debater,1
really unlady like,0
like cock givethem shock,1
power trump never get rump,0
transgender brave thing could yea totally forget every soldier police officer firefighter regular civilian risk give life save people mhm yea transgender much courageous brave,0
come transgender horribly difficult difficult thing could fucking kid bet victim rape kind sexual assault would beg differ,1
lol,0
love ben,0
wonder ben grab transgender neck say keep say thing do not agree heshe go hospital black guy would still come defense say oh yeah well fair kind rude double standard thru roof come liberal,0
manly hood come thru,0
forget disrespect fact do not care feeling hot damn xd,1
feminine behavior,0
word look fir,1
never life hear real woman respond insult say say leave ambulance,1
ittttt,1
ben eyeroll yes,0
literally idda family guy,1
wtf call woman feminine yet scary creepy call woman anytime soon,1
hear people transgender brave thing stupidity,1
cut go home ambulance hmmmmm ok well thing ambulance do not take home take hospital,0
dosnt desirve,1
democrats get violent,1
sorry anybody else wonder hell ambulance would take somebody house nigga,1
liberalism mental disorder,1
pathetic,1
ben shapiro smart people way smart transgender say know talk know know talk,0
dude try deni lol,0
he s voice irritate someone get hug kid,1
transgend brave thing cough join military cough,0
shoulda press charge,1
shapiros argument base purely biological sex fine talk biological sex yes zoe cate biologically man think even would deny origin gender dysphoria unclear unclear homosexuality easy discredit something live yes gd classify mental disorder recommend treatment depend acceptance individual transition people otherwise healthy happy especially feel comfortable express freely seriously get fuss sharpio right say say lack sense decency empathy,0
facism wrap silk,1
people sensitive truth,0
lady like say going go home ambulance,0
caitlyn jenner hero,0
regardless whatever point other people point zoey totally line touch ben ben could say touch infringe space way around would accuse physical assault open threat totally line violent everything upside,1
okay trans woman threaten everybody room defend ben rude,1
still man,1
right ben see double standard heshe threaten ben fucking nice adam apple zoey lol,0
ever classify boy girl,0
yay ben,0
dude really think wear dress heel woman,0
what s next person say want identify fke cat meow want right,0
fake female sound like john travolta,1
bring back ace venture pet detective ball show,1
he s foh,1
hey zoey look like shehe donut therea bud ugly man frock,1
do not agree thing ben believe right though scientific fact get throw window ridiculous do not care want dress look like woman man enough non scientific rubbish pass scientific fact delusional,1
buffalo bill get emotional lmao,0
ladylike,0
acknowledge delusion,1
respectful pronoun think type shit right wing satire actually real hahahahahaha,1
glad ben charge know petty let left know can not get away kind shit,0
honest seem lady like,0
regardless context statement literally threaten someone like professional debate highly inappropriate,1
that s people they ve lose resort violence you ve beat,1
legitimate threat record say want call bob sir beget threat bob tur indeed insane,1
someone accept create himher,0
mainstreame delusion,1
zoeey happily marry kid year seem like mid life crisis family disown,1
brave dumbass ben awesome bro,0
transgender brave thing hold let we wait fucking minute fucking ass take courage yes really brave fuck,1
haha female usually respond,0
transgender want we accept can not except,0
see alien visit we fact care poor little feeling,1
ok transgender threaten jewish man disagree agree shapiro everyone get shapiro ride transgender train fucking hate leftist hypocrite threaten violence technically speak shapiro correct bully shapiro disrespectfulness bullshit fuck hollywood,1
thing middle need take local vet buxs night night jag repulsive waste oxygen,1
delusion would like see put hospital call sir fucking moron pander shit specie doom,1
girl cm tall wear cm high hill make cm tall make cm hill girl build penis make man girl penis,0
still go call even pay money violate body female get sympathy,1
ben ignore fact though recognize gender identity purely social courtesy make uncomfortable smart honestly would expect refined response,1
would knock hand immediately tell threaten assault next act aggression display towards meet self defense touch sir,1
like everyone try defend zoe threat,0
usual shapiro know fuck he s talk never understand appeal people he s even take remotely seriously donald trump president must american thing,1
lmao,0
look like drag queen,0
fair threaten,0
go home ambulance,1
glad comment section represent actual competent people leave word like can not take million gender stuff much fact care feeling,0
nut you all fool leave man alone ben,1
fact care feeling,0
thing debate,1
genetic ben ball steel,1
threat call wrong pronoun get piss someone call gay think thing look drama,1
think ambulance suppose take hospital,0
honest ben try start shit wantlike call someone pronoun would like fine walk away intimidate make feel like shitthis come transgender female,0
ben shapiro deny climate change allow pretend care science,1
toxic baby ted talk begin understand go,1
fair kind rude enough justify threat,1
know ida quagmire dad change name zoey,0
someone transgend mental disorder thing disagree ben zoey word mildly inappropriate man say shapiro extremely inappropriate never tolerate anyone panel put way accord left black man egregiously discriminate white man would appropriate black guest threaten two woman,1
take hand freak,1
male female pick one freak,1
lmao rude ok threaten violence,1
uhm think exactly mean lol,0
caitlin jenner deserve award many woman deserve,0
catlin jenner pop kid rethink view transgender,1
would stand go walk tall male freak,1
dude blonde hair know talk,0
unbelievable person threaten man everyone blame victim ben say anything rude name call etc discuss different point viewunless view conservative get silence mean necessary,1
dude male always male whatever gender bear die ben right one force call man female tell want call female would thing person tell identify dog refuse say person dog,1
please tell tell ben shapiro do not know talk,0
fact care feeling okay consensus actual scientist study biology psychology gender identity directly relate chromosome fake fact skim wikipedia paragraph know fake fact,1
would pay see two fight money transvestite,1
speak trutheveryone lose mind,1
ben brave enter den hyena,0
problem transgender people really bear canada transgender want taxpayer pay operation insane,1
psychotic liberal lunacy,1
glad people world like ben,0
ben shapiro president,0
speak people,1
welcome planet earth everybody,0
sex gender identity different ben rude trans threaten people stupid sheep likely laugh ben quick ignorant remark,1
half year life learn xy xx chromosome ruin srsly grow pair people,1
well cut you re go home ambulance omg pause make cringe hard lmao,0
trigger warning,1
like shapiro say sometimes yeah rude rude always teach nothing nice way say anything deliberately rude watch another video talk courteous treat courteously apparently say,0
manly,0
would grossed guy dress put hand,0
least two condone threat violence aim towards shapiro he s state fact modern liberalism nutshell folk do not suit narrative violence threat clearly justify,1
provide klinefelter proof gene dictate whether male female call ben uneducated genetic klinefelter disorder cause sex gene abnormality express male female gene damn leave really autistic autistic one loud,1
question fucking dude like threaten socially allow knock bitch would see hit woman serious question,1
deserve award,0
transgend brave thing ever bruhddaynuff say,0
ben someone everyone would lose shit,1
go lie hear voice talk begin saw actually talking laugh,0
ben shapiro well,0
wear wig,1
cut go home ambulance firstly still manly pride would secondly ambulance take people home,0
want call tiger even lion ok,0
zoe arrest terroristic threatening,1
be not ladly,1
say push shit stay fucking closet want put shit face time foolishness put shit front face stay away,1
haha haha haha liberal really challenge dumb rock video make cringe masculine people put lipstick makeup want call kind sanity wait second kind insanity fool around circle happy call believe liberalism really mental disease,0
transgender brave thing yes must gut openly still want know true bravery look like go see people police force military force people take bullet save another life that s bravery,0
shapiro right people fool,1
yeah leftist liberal gang ben shapiro somewhat insensitive transgender people fair,1
jenner amount money change,1
would call police go home ambulance want call call get give shit call threaten someone physical bodily harm beyond unacceptable,1
ben deserve award man wig,0
still look like drag,0
every single person go ben shapiro man get neck grab hypocrisy rife people people make living complain inappropriate man inappropriately touch woman workplace etc big mentally unstable bloke assault man front eye word,1
disrespectful pronoun rightand complete lack response man gender dysphoria threaten ben physical violence sole reason like ben state fact,1
say gender basic biology be not play dough get offend fact fuck feeling,1
ben well do,0
ben man want pair sure want try act like,0
man blue dress show we womanly get offend lol people crazy,1
let get straight ben shapiro state opinion never threaten anyone disagree zoey tur threaten ben shapiro dude know name nerve tell ben use pronoun egregious ignore threat physical violence come zoey pardon cap lock ps pardon typos smartphone autocorrecte,1
call bruce man go jail grab ben like,0
