author,text,classification
@RobertsDigital,The first time I watched this video I was rolling on the floor with laughter from Ben's comments.ðŸ˜‚ðŸ˜‚ðŸ˜‚.,0.0
@BekBrace,"Ben Shapiro, the only one with the: Common Sense, Logic, Facts and simply the alphabets of biology that none of those clowns seem to understand !! Dear Lord!",1.0
@chrishall4490,Ben's response to him saying you cut that out or you will go home in an ambulance is the best thing ever..â¤,0.0
@rayvinloony2322,"Ben brought out the male in Zoe, well done Ben ðŸ‘ðŸ’ªðŸ¤›",1.0
@raymondreddington5847,Anyone who says that she's a biological male can suck her dick,1.0
@shanekilpatrick3378,"I wouldnâ€™t mess with Zoe. Very fit, strong and proud. Little bloke needs to go home",1.0
@P_dubzz,Thatâ€™s not very ladylike,1.0
@Oldaccountofchangedman,Everyone there is an actual robot they all have these pre programmed lines to say to not get in trouble Benâ€™s the only one speaking his mind 100% this world is fucked,1.0
@abdulhaseebkhan5525,It was probably the first time I agreed with Ben shaparon,0.0
@Rio_Toma,WOAH! BRUCE! that's not very ladylike,1.0
@ryanchand1815,Hold up youâ€™re saying Ben called him a man and he pressed him for it. Thatâ€™s insane,0.0
@williamrobson8876,let that boy in a dress say im going home in ambulance. he would have gotten his ass kicked right on tv,1.0
@beasleybrother1,"Ben got his ass handed to him.    Then if I remember, he filed a police report because he felt threatened.   What a whiny little bitch",1.0
@JeffSpehar-ov1cn,He's not a lady.,1.0
@jacobrrrt5477,Lol this is funny,0.0
@devon7829,"Ben Shapiro is an absolute legend for standing up for whats right and not following this gender delusional bullshit like the rest of those sheepish imbeciles

Never did i think i would live in a time where people were confused about their gender when the awnser is literally between their fucken legs",1.0
@divyanshsingh1078,well that was fine af,0.0
@morrisritchie8125,What do you call it when one Transgender plays tennis against another Transgender? Mixed Doubles!,1.0
@KRACHMACHERmusic,It's aweful to see a man threating another man and the whole studio defending the threating one. America is f**d up,1.0
@MarkWilliams-md6ur,"Lovely argument people,  and with that threat,  the transgender community is now seen as a potentially violent sort of people if they don't get their own way.",1.0
@BigDaddy52525,I would of knocked that fake women out,1.0
@alexbeardsley751,"Damn, Santino won Woman of the Year too",0.0
@nevenmacleod7210,This shows the mentality of the freaks,1.0
@DreamofThrills,comedy gold. fuckkkkkk hahahahahaha,1.0
@guidedmeditation2396,"What is interesting is that Gender Dysphoria doesn't state in any way you actually ""ARE"" the opposite sex. It basically just states you more or less hayte the sex you are so it distresses you.   Gender dysphoria is the feeling of discomfort or distress that might occur in people whose gender identity differs from their sex.

There is a huge shell game that confuses people about Sex and Gender. Sex and Gender are not interchangeable and in fact the concept of gender arises out of language of how words are pointing to or relating to a particular sex.    A person can identify in their imagination and mind that they are anything. But their sex remains constant. I am not against people dressing any way they want outside of a school or workplace dress code.  And people should be free to live as they like but when it comes to reality and what bathroom to use.   Sex determines which you use, not Gender.",0.0
@JAKOB1977,"""I will mess you up from speaking the facts to me""  1:58
thats sadly these radical groups mentality in a nutshell.... I dont like what your saying and all your factual arguments, so now I will react with violence for not accepting my make believe idiology."".
and all the other is just accepting that violent threat.. dang, what a joke of backboneless people you have there.",1.0
@teresacrispim8415,This transgender thing is ABSOLUTELY DISGUSTING ðŸ¤® ðŸ¤®ðŸ¤®ðŸ¤®,1.0
@victoralvarez6201,Fact don't care about your feelings,0.0
@youtube-is-trash-2277,"when i look at him i see a man, not a woman, it's a man in women's clothes, that's all !!!",1.0
@youtube-is-trash-2277,trans gender people are gender confused in there mind !!!,0.0
@Adrian-ll6ef,anybody who doesn't call me ma'am will go home in an ambulance. :))))),0.0
@racingheart92,You cut that out now or you are  going home through ambulance.,1.0
@verulamwalla4999,"Fortunately being from a non-western country, this is crazy - keep these ideologies in the west !",1.0
@yesenvelope8910,BROO HE LOOKS LIKE SHREK WITH A FAKE HAIR ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1.0
@1228sammy,Ben is 100% correct. You can identify or believe to be anything you want but don;t expect me to confirm and agree with your fantasies.,0.0
@michaelmacleod4713,The MAN in the purple dress needs a good kicking.,1.0
@theherbalpastor8518,Good job Ben!,0.0
@fishead1967,No courage it's confusion delusion well you  can put lipstick on a pig  and it's still a pig....Under oath in a court of law  you would be in contempt for perjury...,1.0
@Josh-l9q6s,"but to be fair is a idiotic statement. But to be fair is like saying if I knock someone out and say but to be fair this is my argument. 
I don't agree with him but i do not agreee with the bs that on side can contribute and the other side should remain quiet .",1.0
@Josh-l9q6s,to be fair if i don't have the same opinion i can threaten you with extreme bodily harm. Fuck off.,1.0
@canejuicemaui4355,Why is that guy dressed like woman?,0.0
@AsapSteph,So people just want us to lie and call a man she or vice versa? Nah fuck that,1.0
@AsapSteph,Ben is spitting facts,0.0
@seena889,Some of these transgender people are aggressive wow!!!,1.0
@Zulu369,This is how far this civilization has gone.,0.0
@lukep2922,"""You cut that out now or you'll go home in an ambulance"" was not only a horrible thing to say but it's also stupid because it doesn't make any sense ðŸ¤£ðŸ˜‚",1.0
@anupamsinha5729,"It is a known fact... if you challenge the delusion of a delusional person, they tend to get violent... Why is Ben surprised?",1.0
@Phriffo,"""To come out as trans is horribly difficult""



Uhm yes, because Men cannot be women vice versa.ðŸ—¿",0.0
@lraoux,Perfect example of the Rainbow Mafia. Pure oppression of freedom of speech -> ideology.,1.0
@kelvintan4809,I see a room of morons except for one.,1.0
@beigenatasha2280,is this attacker in prison??? wtfff def not a woman!!!,1.0
@paulbourguignon3632,I donâ€™t care about your pronouns sir.,1.0
@SulacoPL,I just can't believe the USA is that stupid xD,1.0
@ZipSlipHollingbrook,"Well, she got the female part down of touching you without it somehow being considered assault.  Might want to rewrite that double standard when a man
 who did that to a female guest would wind up in the clink.",1.0
@CommanderThorn7313,Ben out here in a 1 vs all,0.0
@luvstruck2733,"Nice caring woman. I think "" Caitlin "" is not such a good candidate to be representing a woman. I'll tear you up if I don't like what you say. Can't even carry on an intelligent conversation.",1.0
@garrettblackard9853,â€œYouâ€™re not being polite to the pronounâ€ðŸ¤¡,0.0
@sandywhat2429,Is Zoey the navy seal that is de-transitioning now?,1.0
@AnonymouslyAnonymous06004,I wouldn't even want to sit next to that thing.,1.0
@daveelmer,HE SAID. Go home in an ambulance. HE is a miserable SOB!!!!!,0.0
@Gematrinator,"2:00 the demon came out
There needs to be laws put in place that stop these freaks from having kids alone with them: better yet round them up and put them in camps",1.0
@Gematrinator,I see a man in s dress whoâ€™s very most likely a pedophile,1.0
@j_freed,And what ambulance brings you to your own house? Are Paramedics now doing Ãœber as a side gig?,0.0
@j_freed,"Ben sounds like Donald Duck, yes but the rest of the room sounds ridiculous. Bunch of Woke-Bus-riding Chimps. 

These people are dangerous because they are normalizing â€˜safe stupidity.â€™ They are a terrible example for young or easily manipulated citizens.",1.0
@ZERO_42069,Ambulances dont take you home,0.0
@homerbugadogrower,He will never be she,1.0
@wawos9152,aku gelak je kalau ada kat situ ðŸ˜‚ HAHAHAHA sial punya pondan,0.0
@elreyofbrisbane,Go Shapiro! Zoe is a freak and should be in jail for assault,1.0
@joeblackman80,"Fuck you freaks, you will go to hell ðŸ˜¢",1.0
@dantheman8152,That was scary lol the transgender was about to hurt him,1.0
@markhaines471,Shapiro is doing the right thing and refusing to see a male in makeup as a female. Good Job Shapiro.,0.0
@markhaines471,Why is this even discussed? They trying to force stupidity down our throats.,1.0
@mariettadude,Zoe BWHAHAHAHA!,1.0
@mariettadude,BWAHAHAHA!!!,0.0
@willhaley9341,he seems pissed,1.0
@jesusisking3974,The defination of a Woman is the Biological opposite of a Man.,1.0
@jesusisking3974,A Transvestite Man is not and never will be a Woman.,1.0
@mcexistant664,Will Ben every figure out the difference between gender and sex.,0.0
@andrewrussell-ward1435,"Thatâ€™s a man, end of!",0.0
@scottbaker99,"Ben is a secret Jedi. He knew exactly what he was doing. All these loopy, screwy, freaky, creepy, weirdos are violent and dark",1.0
@rhodzmonserate2544,He is surrounded by idiots. Katelyn jenner is a MALE!! Period!! Slap on their faces.,1.0
@daviddebenham7995,Who cares about feelings he is a male that is it.,1.0
@DrMapleSyrup,The fact they tried to defend him after he grabbed his neck and threatened him is crazy,0.0
@donthaveaname1086,Why would you ride home in an ambulance? They only take people to the Emergency Room. They arenâ€™t Uber.,0.0
@ovalvox7888,The bravest one in the room was ben. The rest of them were bullies and we all know bullies are nothing but cowards. Cowards that all ganged up on Ben.,1.0
@arthurbandian604,Zoe is nothinâ€™ but a MALE ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@Jen-qy4ol,"Ben is with the shits. What would be even better is if they fought, and Ben whooped his ass. ðŸ˜‚ðŸ˜‚",1.0
@Spielfigur75,Well; the man in the middle touched the the guy to right so it's technically already an assault combined with the verbal threat... that's the woke style,1.0
@maikelele6513,Lol when he gets angry the man in him comes out ðŸ¤£,1.0
@roro75709,"The mr zombie lady harrasse the young man because he didnt like his conversationðŸ¤¨ðŸ‘ŽðŸ»its a dangerous man although he wear and act like a woman ...
and as girl i dont trust them... they have hidden aggressivityðŸ˜¢",1.0
@garthmccrary4019,I bet he didn't know he would be sitting right next to Frankenstein monster or is it Josef mangalas monster.,1.0
@loucipher6839,by the power of gray skull looking ass @$$â€¦,1.0
@oliverhopkins8074,The rainbow circus has to die,1.0
@dagsrds723,only shapiro have the balls in this panelðŸ‘,0.0
@McAvoy-ft5fg,That's JUST GREAT FOR THE CAUSE    ZOEEEEEEW......OUT OF LINE !!!!!!,0.0
@3inthew146,The west is so lost at this point,1.0
@apoplexic23,That's inappropriate! Since when Go ambulances home?,0.0
@sergiopeteraldrighi,freaking ugly men. thats ok. to be idiot is not a crime.,1.0
@malcognito7210,"â€œYou cut that out now or youâ€™ll go home in an ambulance."" Wait....isn't that assault? Isn't that the kind of threat that defines fascism? Either agree with me or I will get violent?",1.0
@jwclau1,"Legitimizing a Psychological Disorder is not only foolish but also very dangerous eg. 'Trans Women' Criminals serving time in Womens' jails, using Womens' spaces (washrooms),...",1.0
@S.D.323,I do think coming out as transgender is brave but like caitlyn is an incredibly privileged wealthy person who only came out at the age of 60 something hardly that brave,0.0
@amitmichaeli9019,Genetics don't define everything. Anyone who knows identical twins will tell you that.,0.0
@nathanharnett9185,"""You cut that out or you'll end up in an ambulance"" i hope that piece of shit gets jumped on the way home. You threaten me with violence on a political discussion? 3 words Watch. Your. Back.",1.0
@Marcelo83uk,Courage award for what? Do me a favour,1.0
@arthurgibbons7401,"This is Leftists pushing their WILL onto others and demanding respect!  If they respected themselves they wouldnâ€™t be trying to force their will on others now would they!  
There delusional mindsets donâ€™t give them the right to make others join in their delusions!",1.0
@DanWill121,"It is sad that Ben got scared, and sort of ignored the threat. Though have to admit - that dude in a wig was scary",1.0
@Wemimoanioloke,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@dannovelli3577,These people are very sick in the head they can pretend to be whatever they want just don't try to make me agree with your ideology and fake fisod,1.0
@StarLightPlanets,What's The Sick Obsession With These Crazy Men Thinking They're A Women!!! Only The Western Counties Can Entertain These Mental Cases Like This!!!ðŸ˜‚,1.0
@miamia1550,Nothing feminine about this man apart from the dress..make up and the wig.,1.0
@jeffspicoli1661,Be epic to see Shapiro defending himself all beaten to shit and take that broad for everything,1.0
@jessiecummings2868,Letâ€™s all play pretend xD,1.0
@Righteous628,"So Ben Shapiro called Zoey,Sir  and the entire panel pretend that Zoey threatening to send Ben Shapiro to the hospital in an Ambulance is ""justified""

See the hypocrisy.
The rainbow Mafia is
Virtually no different than those that want to attack Transgenders because they see their existence as a threat to society",1.0
@neeleshc5527,"Zoe is clear fuxking.. man an big loser one in that..... just acting as female to get attention... clearly an he's clearly trying to threaten Ben sharpio...
Studio should have kicked this so called Trans ass an thrown him out of studio into streets ...ðŸ¤¬ðŸ¤¬ðŸ¤¬",1.0
@galaxxie5g,Trans are scarier than zombies.. ðŸ˜† Ur still a man no matter they chop your dick off and replace it with a plastic vagina.. U will still have sperm not egg..,1.0
@lauren7688,This world has gone to hell in a handbasket,1.0
@G3KG3K,"""You'll go home in an ambulance""
 Like why would an ambulance drive you home instead of into the hospital?
Did he try to indentify an ambulance as a taxi?",0.0
@whiskeymike8702,Itâ€™s maâ€™am!!!,0.0
@Alpha-Alpha,How is it insulting for calling a man a he? Lol ðŸ˜‚ Fucked lefties,1.0
@BobDog72,If that piece of shit would have reached out and put their hand on me then threaten me I'd have beaten the hell out of them,1.0
@jamesdeihl1845,"This thinks he's a women Ã©ven 
Threating someone because their not agreeing with him! This guy has no idea how a
to be a women! He's just a man who wishes he was a women only a man who likes men would want him!",1.0
@AdamGutierrez-bz8gm,Bunch of moron Simons and followers of Satan and the world's ways don't know one know Jesus anymore,1.0
@neilybugg,That transgender person is acting very much like the man he was born as..,0.0
@matthewsiguler6772,"People need to stop being pussy ass bitch and realize who they are. They're dumb as fuck if they want to start changing themselves because they're not comfortable because
 they can't get the opposite side'se attention so then you go the other side. Plain and simple stop being a little bitch shut the fuck up",1.0
@matthewsiguler6772,Thank you for sticking up,1.0
@douglasfuerst9363,This shit is about as dumb as the debate over nigga as opposed to nigger,1.0
@douglasfuerst9363,Transgender at some point in it's life was throated analally destroyed and decided i want this completely and since im such a fem i might as well go all the way. Grotesque in every way!,1.0
@thedinosaurz,acts like a man,0.0
@samkelisiwesikhosana5817,don't bow to nonsense @benshapiro,1.0
@davevanrooyen1713,Knock HIS teeth out BenðŸ˜‚,1.0
@330newsandmediagroup7,Facts dont care about liberals,1.0
@luigirnotyourbusiness8127,A man is a man,0.0
@AJ_ROB,Ambulance take patient /injured to hospital and not home ðŸ˜‚,0.0
@patrickstowers2748,"Threatening with violence, chill the machismo.",0.0
@franzbeckenbauer619,How ugly is this guy? Fuckin hell what is happening to this world,1.0
@Chuckyyyx,"If you're losing in an argument, just do this 2:06",0.0
@stree874,â€œWhy are we mainstreaming delusion â€œ ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,1.0
@jorgecardenas3694,It's like use the nigga word. A lot of people are mad about it. But if a black person kills other persons. No body wants to talk about it.  Right Chicago?,1.0
@jameslauder3984,Zoe just committed battery on television. Ben should have pressed charges.,1.0
@oliverpony,Yes threatened people that's how you get them to accept you ðŸ˜’,1.0
@XXLady,"The trans-identifed man who threatened Shapiro was incredibly violent towards his wife and children. His daughter, Katy Tur, wrote a book about it. He's a horrible man.",1.0
@johnsegura2139,2:07 the testosterone kicking in and yet he declares he's a woman tsk tsk,1.0
@abdulhassan9770,its just crazy that they found 5 people who support transgender and only one guy who doesn't. when clearly its just a minority that supports this madness,1.0
@Î•Î›Î›Î—ÎÎ‘Î£Î‘Î¥Î¤ÎŸÎšÎ¡Î‘Î¤ÎŸÎ¡Î‘Î£,Look at how all these liberal Fuckers are gaining up on ben unacceptable.,1.0
@rohanm54,"I honestly donâ€™t care that much if a person is trans, Iâ€™m just gonna think slightly less of that person. It doesnâ€™t effect a personâ€™s ability to do a job and 
it certainly doesnâ€™t affect my daily life, like at all. You could asked to be called a man, a female, or a damn cow. Iâ€™m just gonna think somethingâ€™s 
a little off with you mentally.",0.0
@robertruiz98,"Now that the Navy Seals detransitioned and saying they spent the last ten years of their life in the hell as a woman. I'm wondering if he apologized 
to Ben Shapiro now that he's going by he again",0.0
@snoozeesnail,Didnt knew quagmire's dad was a real person,0.0
@itsgeorgee1260,"If any person from the past were able to see into the future and they see this, They will be heavily disappointed ðŸ¤£ðŸ¤£â˜ ï¸",0.0
@Steamaroon,Still canâ€™t believe Ben actually let that thing touch him,1.0
@Amital2301,"""The Emperor's New Clothes"" ðŸ¤¦
Ben is the little boy who doesn't understand the stupidity and hypocrisy of everyone else on this panelðŸ’ª",1.0
@jeffcurrier2685,"I don't give a shit what anyone says..like it or not..politically correct or not..if your born as a ""male"" or ""female"" you are in fact a male or female despite however
 much money you spend to change it.",0.0
@benusetawalk2821,And if someone does not have total female DNA you're not a woman,0.0
@benusetawalk2821,I would have told the transgender person since you are not a lady I would punch you in the face,1.0
@ONCICOLA,"The fact they dismissed and were justifying a threat of physical violence, but get mad at Ben for â€œdisrespecting pronounsâ€ tells you everything you need to know about society these days.",0.0
@oscccar1,He has now stop being trans and spoken out against it on Shawn podcast,0.0
@captainobvious8037,"""But to be fair..""
No, just no
There's no ""but"" when somebody touches you, stares into your eyes at close range and threatens to heavily assault you on national tv.. because you dared to openly disagree with them.
I mean, even IF something makes sense. Let's assume it would be normal for gay people to call themselves ""same sex fuckers"" and somebody on a discussion calls them ""opposite sex fucker"". How unbalanced and irrational do you have to be to just snap immediately",1.0
@deegee-vm1kr,You know youâ€™ve gone crazy when people have to baby you in a sarcastic way,1.0
@MilodeScorpio,That was very unladylike of her,1.0
@ryuk6042,"Shapiro is real G , i identify as polar bear so no one blame me if i eat someone on the street tomorrow ðŸ˜‚ðŸ˜‚ðŸ˜‚",1.0
@abubakarhafeez7431,bro is a man dressed like a girl and society supports this bs just sad to say the least,1.0
@mikeyg1738,The trans are fucking crazy as shit wtfffff,1.0
@garthmccrary4019,"Tell it Ben. Facts don't care about your feelings or your delusional ideaology. This transgender man will never be a woman but, I don't care how many surgeries he has, 
I don't care how many hormones is pumped into his body, he will never be a woman, he can pretend to be a woman in his head, but don't expect everybody else to buy
 into it when most people know the truth oh, and the truth being there is only two sexes, anything outside of that is a mutilation, a perversion of the Mind. 
This is not an issue of a male who has a female inside of him oh, this is an issue of the Mind in which professional help should be sought out. It is nothing more than a perversion of the Mind",1.0
@danielx8,Wow I am not big fan of Ben Shapiro but threatening him was out of order ðŸ¤£ðŸ¤£,0.0
@innsso4791,He just threatened him directly in front of them and on a TV show but it's okay because he's a trans. It's normal no one cares let's go on ðŸ¤”ðŸ¤” Unbelievable,0.0
@jibbobdion5072,These people are insane.,1.0
@ElaneMariaSilva,Insulting my ass... More like being assaulting by that tans...,1.0
@aloniutube,She was right and you know it!ðŸ«µ,0.0
@Payne..,Ambulances don't take you home they take you to the hospital.,0.0
@Gokiburi1997,Remember guy's that's how u get sucker punchðŸ˜‚,1.0
@aevenova9780,These wackjobs cant deal with reality and facts. ðŸ˜‚,1.0
@belaad,Wow... Ben Shapiro the only brave and lucid in that whole room,0.0
@somnuswaltz5586,Why is that guy's name Zoey? Isnt that a female name ? ðŸ˜‚,0.0
@debrarogers7324,"You are a dude, period. He is partly responsible for all of this nonsense and non reality.",1.0
@izil1fe,"""I'm a male. I'm a he. I'm not into  all that mentally ill stuff"" 

:D",1.0
@myplaylist7007,"Personality always give the sex of the person away.   Women are more emotional in terms that they cry about things more and Men are the complete reverse where 
they show no emotion for most things.",0.0
@myplaylist7007,"And the black guy next to zooey being like "" Your being offensive though "", trying to gaslight ben into feeling bad.",0.0
@myplaylist7007,"HLN, i have just realize this but brain scans can't tell you if someone is male or female..... only DNA TESTS can.",0.0
@faithwamaitha9017,God is watching and he has set a day for his judgement ... I weep for this generation .. Lord Jesus Christ have mercy,0.0
@sweeper1977,"Ben Shapiro: ""I admire your courage. You are more of a man than me""",0.0
@lizzychann5206,"bruce"" you cut that out now, or you will go home in the ambulance.""

he literally threatened ben, infront of all those people and nothing happened, this insanity needs to stop, honestly.",1.0
@shafaqharoon,"100s of years from today, if archaeologist dug up our bodies they will tag us a Man or a woman based on the morphology (shape) of the pelvis or skull and long bone measurements. 
Not sure how will archaeologist learn if someone was non-binary or had transitioned would hate to be assigned a gender?",0.0
@albay4252,"""You cut that out now, or you'll go home in an ambulance.""

That was very ""womanly"" statement! 
ðŸ¤£ðŸ˜‚",0.0
@hassanzahoor6556,"Looks like a cheap reality show to me, was it scripted though?",1.0
@landofthedreadheads8901,u know what they say about the truth................. it hurts,0.0
@Goodkarma36_,I â¤ï¸ Ben,0.0
@PeterHatch-mx7zc,Crazy thing is dont see a  woman putting the heavy on a guy unless it still has a dick and wears a dress what it makes it one crazy mixed up fool,1.0
@roosterhoward8683,I agree with Ben.,0.0
@ivisgutierrez3546,Ben vs everybody in that interview .,0.0
@quartytypo,"President Biden must mandate all public restrooms be titled: men / transgender, women / transgender",0.0
@showingYOUtheworld,"Why are you gay ?
Why someone should be gay ?
ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
usa gay-propaganda,  NOT in our country  â—â—â—",1.0
@me-hc4bv,If anyone deserves an award for being brave itâ€™s Mr. Shapiro for saying what he thinks on national TV,0.0
@deusproductions2176,"I definitely dont wanna have kids in 21st century, when humans dont face world war attrocities this is the daMage that peace does to their minds.....",0.0
@KevinSmith-z2h,"They're very delusional, attention seekers, who can't handle the truth.",1.0
@gillianomotoso328,"If you call her Caitlyn but donâ€™t care about why she calls herself that, you might as well call her Bruce.",0.0
@mikemike1071,You are a man.,0.0
@b.s.m9732,"To tell you the truth, considering his size, he can beat the shit out of mr. rabbi.",1.0
@jeffreysoto4068,"Ben Shapiro is a little bitch, and that was funny, always will be funny.
Yâ€™all fucking *sexual harassers* need to be roughed up more.",1.0
@PostalFerretWithRum,"Yes lying and keeping up a complete facade is very brave amd courageous, fuck the pathetic liers, everone has had more than enough,
It's now 2023 and you are just oppressing yourselves at this point.",1.0
@thefilmwatcher1216,Ben Shapiro is a true buffoon.,1.0
@markjosephbacho5652,I'm only here cuz I heard Quagmire's dad was patterned aftet Zoe ðŸ˜‚,0.0
@bewhoiam7130,"Why put him among crazy people? He will never gonna win. Crazy people are crazy people, what to expect? When people told fact, they said it's disrespectful and rude. 
That's not freedom of speech, it's oppression.",1.0
@deborahamaral8470,Oh!! â€œYou do that or you go home in an ambulanceâ€â€¦ That was the Y chromosome speaking !!! ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ŠðŸ¼,1.0
@frankfrombrooklyn1827,I guess the truth hurts. Well done Ben.,0.0
@dmedina6835,Freaks,1.0
@BrendanJohnDoherty,"The guy called Zoe, completely reminds me of the Mrs Doubtfire scene where he's dressed up as an old lady but loses it, using a man's voice.",0.0
@watfog,Damn she had some balls to say that,1.0
@leeamraa,"""you cut that out or you going home in an ambulance!"" ... to me, end of debate right there!",0.0
@michaeldailey8519,Facts don't care about feelings - Right On Time!  Once a man is always a man!,0.0
@andresleon2293,Wow I didn't know all this shit had been around all this time,1.0
@electrician248,I cant get enough of Ben Shapiro. There is no possible way to outsmart him!,0.0
@classyshots4433,"When I was kid I used to get scare of trans people, and now I'm sure they can be a threat to women, man or children.",1.0
@chrisstyles7095,He wants to be a women wearing clothes but still acts like a bloke. Fucking idiot.,1.0
@jasminebourne1787,Yesss I remember that still talk about it  to this day,0.0
@richardmills6669,"No Ben, Zoeyâ€™s sperm cells are female duh",1.0
@Komainu959,"I like how they are falling over each other to DEFEND the verbal threat. This is the attitude that allows an audience to gasp over a Chris Rock joke and do NOTHING about an actual physical assault. 

Not ONE person defended Shapiro.
Not ONE person said anything to Zoey about the threat a simple...hey cool off, take a second, hold up, etc.

You think if Shapiro did the same to Zoey they would be defend Shapiro?",0.0
@TheYungPrince,That black guy is a coward man you no longer invited to the cookout,1.0
@unconditionalfreedom,you just saw the MALE come out--put a dress on all you want but bullying ben Shapiro and threatening him is not female--thi is a dude threatning physical harm clearly--,1.0
@cesarsalazar6901,"When ""being yourself"" translates to switching pro nouns & getting surgically modified. It's really just a form of self-hate masked behind this whole community that are convinced 
if I change over to the opposite sex (mentally/physically) I will feel better about myself & people will accept me, but people that address me HAVE TO ACKNOWLEDGE MY TRUTH.
 It's clearly a mental issue that has to be addressed as such & not praised. Normalize mental health care, it's okay to seek help. Suicide rates are up because of the mental issues these
 kind of people are having. (Gender dysphoria) There's no record at all that states if society doesn't accept the trans movement, then those individuals will commit suicide. 
Lastly, leave the children out of this. Please.",0.0
@7T2323,"Aaaaaaaand, the Award for Courage to Cut your Penis goes toooooo........Kaiiiiiiiiiteeeeeeeeennnnnnnnn Jaaaaaaaaeiiiiiiiiiiineeeeeer.......Auch....tsssssssssszzz",1.0
@bobmohan9815,"Oh, Ben, ur something fierce & this old(ish) woman loves u for it!
It didn't take much b4 the man in herm came rushing out!   Threatening him!    Ben was the only guy there who spoke truthfully & didn't cowtow like the others!    We are all entitled to our opinion, our feelings, our views & nobody has the right to threaten anybody if they don't agree.",0.0
@Miss_Thiccums96,Thatâ€™s a man lol not a woman I am not blind and delusional like most people,1.0
@gctzx,"Ben should have said ""This MAN just threatened me on television, and you all remain silent"". ðŸ¤£",1.0
@akshaysakat1678,"what if wwe big show, mark henry turns into a women and participates in all women competitions ðŸ¤”ðŸ¤”",1.0
@MichaelAngeloPeralta,"when they say ""but to be fair"" is the time you run for your life",1.0
@scottlarrabee1953,Chromosomes donâ€™t determine someoneâ€™s gender? Lmao the fuck they donâ€™t,1.0
@larslover6559,Love that Ben didnt make a fuzz out of the threat and just moved on like a real man,0.0
@steverobertson1729,"This isnt up for debate. Transgenderism is a FAD, and it is WRONG.",1.0
@JasonDurham-he7tx,That proves he's still a man,0.0
@MrNCurley,"â€œYou cut that out now or youâ€™ll go home in an ambulanceâ€, very lady like behaviour isnâ€™t it? Once the threats of physical violence start against someone, you know youâ€™ve lost the argument. His inner maleness came out when he issued that threat, he knows deep down heâ€™s a biological male no matter how much he deludes himself into believing otherwise. 

Well done Ben for exposing this and taking a stand against this insanity.",1.0
@shuaibahmed1057,Naah that is not fair if that dude is in ladies restroom with my small skiny girlfriend,0.0
@jaygold4467,Mentally ill white male.,1.0
@nternetrat,"istg. this discussion could be a very beautiful and IS a very beautiful discussion if approached as such! 

itâ€™s all VERY interesting, we are expanding, we areâ€¦â€¦ far more complex than we give ourselves credit to be.",0.0
@jdevro_,Very lady like ðŸ˜‚,0.0
@tommybrice4639,"The brother tucked tail big time, coward, then started throwing stones",1.0
@novaacroft643,Fuck zoe dude wtf if wrong with ppl men calling a male female what have we done ðŸ¤”,1.0
@LoylaDemiseem,Why would an ambulance take you home? They are not uberâ€¦,0.0
@SleeperInTravel,I love how that hulking man can't seem to keep his hands off of Ben.  It was literally assault before he even made the threat! xD,1.0
@lisaking6400,"The only one on that panel that was right was Ben Shapiro. When you agree with people in their confusion you are just as confused. I applaud him for standing his ground.
 LGBT people can threaten everyone else but play the victim when and judge us by saying weâ€™re Transfobic. No Iâ€™m in my right mind, I no that there are only two genders
 that were created from the beginning of time, all the rest of those made up genders came after the fall of man in the garden of Eden! They donâ€™t even have to do a DNA your 
fingerprints Identify you and tell who you are male or female",0.0
@danlebron2610,I still want to fight him.,1.0
@FirstLast-cd6vv,Violent as well as sick.,1.0
@Wotasheeep,"He's a REAL MAN, that blonde guy",0.0
@KatTheLavaGirl,"â€œYouâ€™ll go home in an ambulance.â€

Why would he be going home lol",0.0
@jimcatalfamo8034,"Why does everybody have to bow down to everybody. Transgender people want to be called by their pronoun. Well I'm uncomfortable with that. What about how I feel. 
Obviously I see a man and you want me to call him a woman that just doesn't sit right with. I don't think I'm homophobic either. God has created us the way we are. 
And then we want to alter God's creation",0.0
@user-og8mu4ff4m,"Look - If someone I am interacting with communicates to me that they preferred to be referred to as a certain pronoun, I will absolutely honor that to their face, and to the best of my ability, 
when they aren't around. Outside of individual requests, I refuse to change my own language to cater to these unstable idealologies. AND - while I absolutely admire Ben, I think he should 
have just referred to the person as they requested, as this is just common courtesy that applies to us ALL. That said, the threat to cause harm is incongruous to Ben's slight and
 I am appalled that it was brushed over.",0.0
@grahamcox7235,"Jenner needs to be without male appendages. Then the discussion might have a more female insight. Until then, threatening violence shows she (hahaha) lost the plot and argument. 
Fuck you Jenner, pick on someone your own size.",1.0
@ezafgiants8775,Itâ€™s Owen Wilson omg i didnâ€™t know he was trans,0.0
